task,fragment,kind,adme_col,es,delta_median,cohens_d,logOR,n_present,n_absent,p,q
mouse,NN,continuous,Silicos-IT Log P,-0.0170980989933013,-0.28000000000000025,-0.22033317179590636,,35,2708,0.20419031713342506,0.25900650965246536
mouse,NN,continuous,Silicos-IT LogSw,-0.0170980989933013,0.96,0.25992448376820415,,35,2708,0.07993262691488058,0.11532264493826282
mouse,NN,continuous,Silicos-IT Solubility (mg/ml),-0.0170980989933013,0.00021795,-0.025349927624198944,,35,2708,0.07831878844628977,0.11386346935652897
mouse,NN,continuous,Silicos-IT Solubility (mol/l),-0.0170980989933013,5.4445e-07,-0.028080293726508297,,35,2708,0.08056411400986879,0.11535316324140305
mouse,NN,continuous,Synthetic Accessibility,-0.0170980989933013,0.38000000000000034,0.23307436353404767,,35,2708,0.08503400354848435,0.12083779451626722
mouse,NN,continuous,TPSA,-0.0170980989933013,9.11,0.4324142287933223,,35,2708,0.0452768727916007,0.07072172692241761
mouse,NN,continuous,WLOGP,-0.0170980989933013,-0.5599999999999996,-0.5100174558831337,,35,2708,0.0036863839296674386,0.007037642047546928
mouse,NN,continuous,XLOGP3,-0.0170980989933013,0.0,-0.0705748497965077,,35,2708,0.9090194174805697,0.9236810209883207
mouse,NN,continuous,iLOGP,-0.0170980989933013,-0.14000000000000012,-0.20615982280215747,,35,2708,0.22283758284726873,0.2807753543875586
mouse,NN,continuous,log Kp (cm/s),-0.0170980989933013,-0.040000000000000036,-0.083821634347732,,35,2708,0.9517834052717645,0.9619629069324251
mouse,C:CCl,binary,#H-bond acceptors,-0.0255854936937491,,,1.32687094064909,24,20,0.4545454545454545,0.6521739130434782
mouse,C:CCl,binary,#H-bond donors,-0.0255854936937491,,,0.20833106742246688,304,1130,0.1837610697395155,0.34652087436594353
mouse,C:CCl,binary,#Rotatable bonds,-0.0255854936937491,,,0.622051258876215,10,54,0.6721036259755038,0.8476211333958583
mouse,C:CCl,binary,BBB permeant,-0.0255854936937491,,,-0.09460907304854971,597,2146,0.38090187640546536,0.5801428579098626
mouse,C:CCl,binary,Brenk #alerts,-0.0255854936937491,,,-0.07242439137066334,535,1959,0.6074730923926126,0.8072461227767603
mouse,C:CCl,binary,CYP1A2 inhibitor,-0.0255854936937491,,,0.3484847461635372,597,2146,0.00025226905751731985,0.0015609147933884166
mouse,C:CCl,binary,CYP2C19 inhibitor,-0.0255854936937491,,,0.6859051028538031,597,2146,2.0784127276477556e-12,3.74114290976596e-11
mouse,C:CCl,binary,CYP2C9 inhibitor,-0.0255854936937491,,,0.3104977787806235,597,2146,0.0011793368593207587,0.0063110458958246
mouse,C:CCl,binary,CYP2D6 inhibitor,-0.0255854936937491,,,0.11321477211070616,597,2146,0.24180403895863217,0.42326905265151127
mouse,C:CCl,binary,CYP3A4 inhibitor,-0.0255854936937491,,,-0.08591376167747429,597,2146,0.39432726536836693,0.5870435980671929
mouse,C:CCl,binary,Egan #violations,-0.0255854936937491,,,0.20270302183807062,586,2106,0.051363291507661155,0.13743150970968795
mouse,C:CCl,binary,Fraction Csp3,-0.0255854936937491,,,-0.9600933545325478,17,35,1.0,1.0
mouse,C:CCl,binary,GI absorption,-0.0255854936937491,,,-0.16994762768178867,597,2146,0.10735097484078825,0.24176806057764175
mouse,C:CCl,binary,Ghose #violations,-0.0255854936937491,,,-0.26314028218614155,363,1476,0.07688133437444092,0.19268992665999116
mouse,C:CCl,binary,Leadlikeness #violations,-0.0255854936937491,,,-0.30335633821872726,163,880,0.11408578698419589,0.2537486549994628
mouse,C:CCl,binary,Lipinski #violations,-0.0255854936937491,,,0.46145751484088027,506,1964,3.147866029726903e-05,0.00022259909781640244
mouse,C:CCl,binary,Muegge #violations,-0.0255854936937491,,,0.6927943849545289,535,1965,1.7028704175854192e-10,2.408345304870807e-09
mouse,C:CCl,binary,PAINS #alerts,-0.0255854936937491,,,-0.07638612130647715,593,2139,0.8041844074959759,0.9385281891030871
mouse,C:CCl,binary,Pgp substrate,-0.0255854936937491,,,-0.4985151061726548,597,2146,1.0685033967890267e-07,1.0074460598296537e-06
mouse,C:CCl,binary,Veber #violations,-0.0255854936937491,,,-0.29546927968142994,570,2059,0.0430621130694668,0.12008870968668206
mouse,C:CCl,binary,human,-0.0255854936937491,,,-0.049889915807279486,274,1054,0.7311529387723702,0.8936313696106747
mouse,C:CCl,binary,mouse,-0.0255854936937491,,,-0.23027908732345656,304,1010,0.09206213545667265,0.2144506214167198
mouse,C:CCl,binary,rat,-0.0255854936937491,,,0.13539204105380273,254,913,0.38412740920017774,0.5805895192491235
mouse,CCl,binary,#H-bond acceptors,-0.0212247702425388,,,1.32687094064909,24,20,0.4545454545454545,0.6521739130434782
mouse,CCl,binary,#H-bond donors,-0.0212247702425388,,,0.20159356038051712,307,1127,0.18583801211992104,0.34713138112966385
mouse,CCl,binary,#Rotatable bonds,-0.0212247702425388,,,0.622051258876215,10,54,0.6721036259755038,0.8476211333958583
mouse,CCl,binary,BBB permeant,-0.0212247702425388,,,-0.10414731084071664,604,2139,0.32946964434821757,0.517738012547199
mouse,CCl,binary,Brenk #alerts,-0.0212247702425388,,,-0.03649415866293101,540,1954,0.7980706638339967,0.9385281891030871
mouse,CCl,binary,CYP1A2 inhibitor,-0.0212247702425388,,,0.3673948772425147,604,2139,0.00010277705798383156,0.0006783285826932883
mouse,CCl,binary,CYP2C19 inhibitor,-0.0212247702425388,,,0.6881813223067913,604,2139,1.7441813915155939e-12,3.453479155200876e-11
mouse,CCl,binary,CYP2C9 inhibitor,-0.0212247702425388,,,0.3159323851230299,604,2139,0.0008905080078412738,0.0050377310157877775
mouse,CCl,binary,CYP2D6 inhibitor,-0.0212247702425388,,,0.10318366176746213,604,2139,0.28359765670183656,0.4679361335580303
mouse,CCl,binary,CYP3A4 inhibitor,-0.0212247702425388,,,-0.08372031117348999,604,2139,0.42432730747087993,0.6208174442859485
mouse,CCl,binary,Egan #violations,-0.0212247702425388,,,0.19181556852508191,593,2099,0.06633805345967059,0.17513246113353034
mouse,CCl,binary,Fraction Csp3,-0.0212247702425388,,,-0.9600933545325478,17,35,1.0,1.0
mouse,CCl,binary,GI absorption,-0.0212247702425388,,,-0.1489094668947826,604,2139,0.1478887240289068,0.2970088377269122
mouse,CCl,binary,Ghose #violations,-0.0212247702425388,,,-0.24491459627063936,369,1470,0.09190116941721699,0.2144506214167198
mouse,CCl,binary,Leadlikeness #violations,-0.0212247702425388,,,-0.2732429612606227,166,877,0.1684505268213255,0.3262933376350597
mouse,CCl,binary,Lipinski #violations,-0.0212247702425388,,,0.4478087254258076,513,1957,4.464408710447931e-05,0.0003048113533340312
mouse,CCl,binary,Muegge #violations,-0.0212247702425388,,,0.6797630697502942,542,1958,4.1599803628944925e-10,5.4911740790207296e-09
mouse,CCl,binary,PAINS #alerts,-0.0212247702425388,,,-0.09192100325725669,600,2132,0.8045728211219565,0.9385281891030871
mouse,CCl,binary,Pgp substrate,-0.0212247702425388,,,-0.5138182345047447,604,2139,4.158300052783445e-08,4.1167170522556114e-07
mouse,CCl,binary,Veber #violations,-0.0212247702425388,,,-0.313071758616185,577,2052,0.036766744221548825,0.10865396053532339
mouse,CCl,binary,human,-0.0212247702425388,,,-0.0729662087693322,277,1051,0.6314778320306598,0.8225829654083594
mouse,CCl,binary,mouse,-0.0212247702425388,,,-0.22457260679528993,306,1008,0.10607552715387798,0.24176806057764175
mouse,CCl,binary,rat,-0.0212247702425388,,,0.14241184180478647,258,909,0.3485039941523732,0.5433369357651172
mouse,C:S:C:C:N,binary,#H-bond acceptors,0.0207471748193105,,,-2.245426679154097,1,43,1.0,1.0
mouse,C:S:C:C:N,binary,#H-bond donors,0.0207471748193105,,,0.6572870300118464,91,1343,0.01840909090693545,0.06749999999209665
mouse,C:S:C:C:N,binary,BBB permeant,0.0207471748193105,,,-2.33031470825085,165,2578,1.0954797714597926e-16,5.4226248687259735e-15
mouse,C:S:C:C:N,binary,Brenk #alerts,0.0207471748193105,,,-0.816393306489159,151,2343,0.001897136325017559,0.009390824808836917
mouse,C:S:C:C:N,binary,CYP1A2 inhibitor,0.0207471748193105,,,0.5369495398257691,165,2578,0.0010695917643843956,0.005882754704114176
mouse,C:S:C:C:N,binary,CYP2C19 inhibitor,0.0207471748193105,,,1.3245902270918912,165,2578,2.4931338692590613e-12,4.113670884277451e-11
mouse,C:S:C:C:N,binary,CYP2C9 inhibitor,0.0207471748193105,,,1.376742802515007,165,2578,6.587625036384262e-13,1.4492775080045377e-11
mouse,C:S:C:C:N,binary,CYP2D6 inhibitor,0.0207471748193105,,,-0.05675772038013521,165,2578,0.7456108624587396,0.9057113543977328
mouse,C:S:C:C:N,binary,CYP3A4 inhibitor,0.0207471748193105,,,0.9406492948255023,165,2578,3.1347355135033927e-06,2.2988060432358212e-05
mouse,C:S:C:C:N,binary,Egan #violations,0.0207471748193105,,,0.26003824062958847,154,2538,0.16034634886191418,0.31748577074659007
mouse,C:S:C:C:N,binary,Fraction Csp3,0.0207471748193105,,,-0.13503628380394297,9,43,1.0,1.0
mouse,C:S:C:C:N,binary,GI absorption,0.0207471748193105,,,-0.8304565715263368,165,2578,8.027459749884662e-07,6.357748121908652e-06
mouse,C:S:C:C:N,binary,Ghose #violations,0.0207471748193105,,,-0.34019001648211744,108,1731,0.18858164405540462,0.3489641637660758
mouse,C:S:C:C:N,binary,Leadlikeness #violations,0.0207471748193105,,,0.2405544051669191,50,993,0.5044338874421215,0.7134136408110003
mouse,C:S:C:C:N,binary,Lipinski #violations,0.0207471748193105,,,0.07907990391483176,154,2316,0.7045137097798149,0.8828716109898945
mouse,C:S:C:C:N,binary,Muegge #violations,0.0207471748193105,,,0.4518022200899042,149,2351,0.01702904469403622,0.06361794055507872
mouse,C:S:C:C:N,binary,PAINS #alerts,0.0207471748193105,,,-0.10210203009423031,164,2568,0.8312244704730551,0.9568746811259587
mouse,C:S:C:C:N,binary,Pgp substrate,0.0207471748193105,,,-0.2649705490438481,165,2578,0.11820392959703525,0.2566787133788569
mouse,C:S:C:C:N,binary,Veber #violations,0.0207471748193105,,,0.3282391892137614,153,2476,0.1751371996146726,0.33343428388178054
mouse,C:S:C:C:N,binary,human,0.0207471748193105,,,-0.21890249782109608,85,1243,0.3637759181617708,0.5583537348529505
mouse,C:S:C:C:N,binary,mouse,0.0207471748193105,,,-0.14951759433889553,99,1215,0.5185334818285418,0.7160080773861857
mouse,C:S:C:C:N,binary,rat,0.0207471748193105,,,0.1059796550738436,74,1093,0.7131053429860708,0.8880179742845409
mouse,O=CNO,binary,#H-bond donors,-0.0206560558742947,,,0.5559114563716702,2,1432,1.0,1.0
mouse,O=CNO,binary,BBB permeant,-0.0206560558742947,,,-1.3157356296722167,46,2697,0.002397255431869162,0.011576989646587661
mouse,O=CNO,binary,Brenk #alerts,-0.0206560558742947,,,3.164974808938613,2,2492,0.030504015895670665,0.09901303520234085
mouse,O=CNO,binary,CYP1A2 inhibitor,-0.0206560558742947,,,-0.8220870018623,46,2697,0.01949297079426223,0.07017469485934404
mouse,O=CNO,binary,CYP2C19 inhibitor,-0.0206560558742947,,,-0.8948646677014793,46,2697,0.0036145521631513284,0.016265484734180977
mouse,O=CNO,binary,CYP2C9 inhibitor,-0.0206560558742947,,,-0.7971407423391431,46,2697,0.009505547016111261,0.036194198253654414
mouse,O=CNO,binary,CYP2D6 inhibitor,-0.0206560558742947,,,-0.5744133802783492,46,2697,0.06979125112096429,0.18182457528882803
mouse,O=CNO,binary,CYP3A4 inhibitor,-0.0206560558742947,,,-0.5658138397104576,46,2697,0.07494771970900219,0.19025190387669785
mouse,O=CNO,binary,Egan #violations,-0.0206560558742947,,,-0.3780623512782151,46,2646,0.3154691924772964,0.5078284561829649
mouse,O=CNO,binary,Fraction Csp3,-0.0206560558742947,,,1.3558351536351823,2,50,1.0,1.0
mouse,O=CNO,binary,GI absorption,-0.0206560558742947,,,0.8629788778781021,46,2697,0.029291965957348256,0.09666348765924924
mouse,O=CNO,binary,Ghose #violations,-0.0206560558742947,,,-0.10814367901280128,41,1798,0.8492603882176897,0.9690927358942398
mouse,O=CNO,binary,Leadlikeness #violations,-0.0206560558742947,,,0.7555869486485058,25,1018,0.1639713041298419,0.3214486952248386
mouse,O=CNO,binary,Lipinski #violations,-0.0206560558742947,,,-0.44416819676751274,45,2425,0.23355927186073022,0.41661924169751874
mouse,O=CNO,binary,Muegge #violations,-0.0206560558742947,,,-1.3531033712310112,45,2455,0.004181186192529858,0.017997279698280695
mouse,O=CNO,binary,PAINS #alerts,-0.0206560558742947,,,0.7700652083106323,46,2686,0.23156088082709192,0.41661924169751874
mouse,O=CNO,binary,Pgp substrate,-0.0206560558742947,,,0.7082663950591789,46,2697,0.03278968811344011,0.09988243456094063
mouse,O=CNO,binary,Veber #violations,-0.0206560558742947,,,0.24668952565371954,45,2584,0.6554786586012524,0.8373211251809547
mouse,O=CNO,binary,human,-0.0206560558742947,,,0.9263868931915655,17,1311,0.07973280400016189,0.19733868990040065
mouse,O=CNO,binary,mouse,-0.0206560558742947,,,1.0365861859906718,27,1287,0.008356540769946,0.03309190144898616
mouse,O=CNO,binary,rat,-0.0206560558742947,,,0.3457942579587951,23,1144,0.5189925251710578,0.7160080773861857
mouse,CF,binary,#Aromatic heavy atoms,-0.019177355922416907,,,2.030170492673053,6,49,1.0,1.0
mouse,CF,binary,#H-bond donors,-0.019177355922416907,,,0.06574127300555468,532,902,0.6175145612236371,0.809721080280001
mouse,CF,binary,#Rotatable bonds,-0.019177355922416907,,,-0.2029778817196152,18,46,1.0,1.0
mouse,CF,binary,BBB permeant,-0.019177355922416907,,,-0.5255376199069217,980,1763,9.636326099083933e-09,1.1223485691874227e-07
mouse,CF,binary,Brenk #alerts,-0.019177355922416907,,,-0.11449775763276653,901,1593,0.3232611880232642,0.5155733184449688
mouse,CF,binary,CYP1A2 inhibitor,-0.019177355922416907,,,0.167500612286347,980,1763,0.04666995439856942,0.12658425987557184
mouse,CF,binary,CYP2C19 inhibitor,-0.019177355922416907,,,0.22649115820192517,980,1763,0.005894958843452412,0.023820445938848522
mouse,CF,binary,CYP2C9 inhibitor,-0.019177355922416907,,,0.17603201680583444,980,1763,0.03198973405274107,0.09924721495026019
mouse,CF,binary,CYP2D6 inhibitor,-0.019177355922416907,,,-0.23864924353677683,980,1763,0.0032413402290671937,0.015280603937031057
mouse,CF,binary,CYP3A4 inhibitor,-0.019177355922416907,,,-0.10280826426447405,980,1763,0.2437003636478398,0.42326905265151127
mouse,CF,binary,Egan #violations,-0.019177355922416907,,,0.6880119163669767,954,1738,1.6943720830938153e-14,4.193570905657193e-13
mouse,CF,binary,Fraction Csp3,-0.019177355922416907,,,0.0784716154414951,25,27,1.0,1.0
mouse,CF,binary,GI absorption,-0.019177355922416907,,,-0.6795557677535337,980,1763,1.1467798492230892e-14,3.2437487163738807e-13
mouse,CF,binary,Ghose #violations,-0.019177355922416907,,,0.5846141209606337,632,1207,5.744318293292867e-07,4.739062591966616e-06
mouse,CF,binary,Leadlikeness #violations,-0.019177355922416907,,,0.6177305201075859,331,712,0.00014864491275237506,0.0009494094427409763
mouse,CF,binary,Lipinski #violations,-0.019177355922416907,,,0.5231104865822525,870,1600,3.106104537147999e-08,3.236887886080547e-07
mouse,CF,binary,Muegge #violations,-0.019177355922416907,,,0.03622192550144725,878,1622,0.7308220876812015,0.8936313696106747
mouse,CF,binary,PAINS #alerts,-0.019177355922416907,,,-0.5021242984384546,976,1756,0.032079907862710366,0.09924721495026019
mouse,CF,binary,Pgp substrate,-0.019177355922416907,,,-0.0518549594560902,980,1763,0.5408925467500912,0.7335392072364252
mouse,CF,binary,Veber #violations,-0.019177355922416907,,,-0.3594357471032522,945,1684,0.003954394241869059,0.01739933466422386
mouse,CF,binary,human,-0.019177355922416907,,,0.01477332829801025,453,875,0.9066068430561869,1.0
mouse,CF,binary,mouse,-0.019177355922416907,,,0.009237146407321694,500,814,0.9532851683284573,1.0
mouse,CF,binary,rat,-0.019177355922416907,,,0.2550098844329013,462,705,0.03763182449271967,0.10957501837586023
mouse,C:C:C:O,binary,#H-bond donors,0.0181498966283268,,,-0.4197987444612127,128,1306,0.04376393395059634,0.12035081836413994
mouse,C:C:C:O,binary,#Rotatable bonds,0.0181498966283268,,,-1.1027445259530202,5,59,0.2658205534990305,0.442289660443765
mouse,C:C:C:O,binary,BBB permeant,0.0181498966283268,,,-0.08935806083050137,187,2556,0.6133317668547683,0.8095979322482942
mouse,C:C:C:O,binary,Brenk #alerts,0.0181498966283268,,,0.19608057627398592,174,2320,0.35162627229605237,0.543921889957956
mouse,C:C:C:O,binary,CYP1A2 inhibitor,0.0181498966283268,,,0.45730724053999816,187,2556,0.0034502630415151076,0.01588725772604631
mouse,C:C:C:O,binary,CYP2C19 inhibitor,0.0181498966283268,,,0.18919765471642291,187,2556,0.2482329842201898,0.4273924423965007
mouse,C:C:C:O,binary,CYP2C9 inhibitor,0.0181498966283268,,,0.34496727559770146,187,2556,0.031084023153406998,0.09924721495026019
mouse,C:C:C:O,binary,CYP2D6 inhibitor,0.0181498966283268,,,0.36611303478319396,187,2556,0.021323701643709912,0.07455880514760706
mouse,C:C:C:O,binary,CYP3A4 inhibitor,0.0181498966283268,,,0.1458991346748033,187,2556,0.4117690881799708,0.608434921340554
mouse,C:C:C:O,binary,Egan #violations,0.0181498966283268,,,0.17932729500286296,179,2513,0.29619971896665254,0.4846904492181587
mouse,C:C:C:O,binary,Fraction Csp3,0.0181498966283268,,,0.0,8,44,1.0,1.0
mouse,C:C:C:O,binary,GI absorption,0.0181498966283268,,,-0.38028018331929553,187,2556,0.02146389845158385,0.07455880514760706
mouse,C:C:C:O,binary,Ghose #violations,0.0181498966283268,,,-0.36581935775773,122,1717,0.14116530574681302,0.2881518612151441
mouse,C:C:C:O,binary,Leadlikeness #violations,0.0181498966283268,,,-0.30107260087963283,67,976,0.30539073349113427,0.4956341412397097
mouse,C:C:C:O,binary,Lipinski #violations,0.0181498966283268,,,0.1779200579862115,175,2295,0.3254882060889954,0.5155733184449688
mouse,C:C:C:O,binary,Muegge #violations,0.0181498966283268,,,-0.05643990597196669,167,2333,0.7785543329684463,0.9286370959503154
mouse,C:C:C:O,binary,PAINS #alerts,0.0181498966283268,,,-0.04466217513344442,184,2548,1.0,1.0
mouse,C:C:C:O,binary,Pgp substrate,0.0181498966283268,,,-0.08063904495413855,187,2556,0.6420013635259743,0.8308252939747902
mouse,C:C:C:O,binary,Veber #violations,0.0181498966283268,,,0.05286547472233847,176,2453,0.8187619877106721,0.9480401962965677
mouse,C:C:C:O,binary,human,0.0181498966283268,,,0.19264486876138145,85,1243,0.42642006274186367,0.6208174442859485
mouse,C:C:C:O,binary,mouse,0.0181498966283268,,,0.10950183222124411,90,1224,0.6530590568613744,0.8373211251809547
mouse,C:C:C:O,binary,rat,0.0181498966283268,,,0.14203601322260073,89,1078,0.5732861258763149,0.7721813124048323
mouse,C/C=C,binary,#Aromatic heavy atoms,0.017629242191712,,,0.5491078103370076,20,35,1.0,1.0
mouse,C/C=C,binary,#H-bond acceptors,0.017629242191712,,,-1.7107904066943878,2,42,1.0,1.0
mouse,C/C=C,binary,#H-bond donors,0.017629242191712,,,-0.07953842792029805,133,1301,0.7550458199804746,0.9060549839765696
mouse,C/C=C,binary,#Rotatable bonds,0.017629242191712,,,-0.42115416540539924,20,44,0.5232192773243605,0.7160080773861857
mouse,C/C=C,binary,BBB permeant,0.017629242191712,,,-0.4508130140976263,368,2375,0.0007300144931583629,0.00425126087192223
mouse,C/C=C,binary,Brenk #alerts,0.017629242191712,,,2.0202687973148588,302,2192,4.432776581451369e-51,8.776897631273711e-49
mouse,C/C=C,binary,CYP1A2 inhibitor,0.017629242191712,,,-0.6556772116502779,368,2375,1.3683084041854166e-07,1.2258271545331283e-06
mouse,C/C=C,binary,CYP2C19 inhibitor,0.017629242191712,,,-0.552810670221346,368,2375,9.125987184940709e-07,6.949790240839463e-06
mouse,C/C=C,binary,CYP2C9 inhibitor,0.017629242191712,,,-0.3188619873274883,368,2375,0.005258387820063238,0.021690849757760856
mouse,C/C=C,binary,CYP2D6 inhibitor,0.017629242191712,,,-1.067743224798149,368,2375,1.0673962508922615e-20,1.056722288383339e-18
mouse,C/C=C,binary,CYP3A4 inhibitor,0.017629242191712,,,-0.6973079453556567,368,2375,2.0557200904616497e-09,2.5439536119462915e-08
mouse,C/C=C,binary,Egan #violations,0.017629242191712,,,0.9657798202524249,357,2335,6.526659590323259e-16,2.5845571977680103e-14
mouse,C/C=C,binary,Fraction Csp3,0.017629242191712,,,-0.13503628380394297,9,43,1.0,1.0
mouse,C/C=C,binary,GI absorption,0.017629242191712,,,-1.0320730335109733,368,2375,1.0290145474488529e-18,6.791496013162429e-17
mouse,C/C=C,binary,Ghose #violations,0.017629242191712,,,0.39364161393686664,179,1660,0.029029426447263137,0.09666348765924924
mouse,C/C=C,binary,Leadlikeness #violations,0.017629242191712,,,0.3262069795963096,104,939,0.2293336623445622,0.4165877536167277
mouse,C/C=C,binary,Lipinski #violations,0.017629242191712,,,0.8520075310151576,304,2166,4.9993517155689164e-11,7.614397228328042e-10
mouse,C/C=C,binary,Muegge #violations,0.017629242191712,,,0.7436914818548328,298,2202,2.8758903755237074e-08,3.1634794130760784e-07
mouse,C/C=C,binary,PAINS #alerts,0.017629242191712,,,0.8319298518986417,366,2366,0.0012968272694220257,0.006757152614356871
mouse,C/C=C,binary,Pgp substrate,0.017629242191712,,,-0.39809520331609416,368,2375,0.0004612880553794796,0.0027677283322768776
mouse,C/C=C,binary,Veber #violations,0.017629242191712,,,1.1675900080096009,338,2291,1.2234349002176638e-15,4.03733517071829e-14
mouse,C/C=C,binary,human,0.017629242191712,,,-0.055721934895344875,196,1132,0.7537131795383814,0.9060549839765696
mouse,C/C=C,binary,mouse,0.017629242191712,,,-0.2888957700433346,145,1169,0.12315392813632023,0.2566787133788569
mouse,C/C=C,binary,rat,0.017629242191712,,,0.010102259995237542,161,1006,1.0,1.0
mouse,CI,binary,#H-bond donors,-0.017519511282444,,,0.04414509876395932,1,1433,1.0,1.0
mouse,CI,binary,BBB permeant,-0.017519511282444,,,-0.8164126829935485,16,2727,0.2625183947016917,0.4404969673808047
mouse,CI,binary,Brenk #alerts,-0.017519511282444,,,4.516217531999585,9,2485,1.4239406340536338e-07,1.2258271545331283e-06
mouse,CI,binary,CYP1A2 inhibitor,-0.017519511282444,,,1.0495000963037904,16,2727,0.03655879911810474,0.10865396053532339
mouse,CI,binary,CYP2C19 inhibitor,-0.017519511282444,,,-0.12148811584892891,16,2727,0.8058070310481051,0.9385281891030871
mouse,CI,binary,CYP2C9 inhibitor,-0.017519511282444,,,-1.3810420721276315,16,2727,0.008915956939266102,0.034614891646562514
mouse,CI,binary,CYP2D6 inhibitor,-0.017519511282444,,,-1.0517407028551546,16,2727,0.04134435834868423,0.11694547075770682
mouse,CI,binary,CYP3A4 inhibitor,-0.017519511282444,,,-0.07485399839550105,16,2727,1.0,1.0
mouse,CI,binary,Egan #violations,-0.017519511282444,,,-1.3402026505706142,16,2676,0.086019490558201,0.20629527183533813
mouse,CI,binary,GI absorption,-0.017519511282444,,,1.3628465531305345,16,2727,0.08647731092087407,0.20629527183533813
mouse,CI,binary,Ghose #violations,-0.017519511282444,,,1.6644188462595615,15,1824,0.0015330737734335531,0.007783297618970346
mouse,CI,binary,Leadlikeness #violations,-0.017519511282444,,,1.8341986525032117,9,1034,0.12314018826145583,0.2566787133788569
mouse,CI,binary,Lipinski #violations,-0.017519511282444,,,0.6729647552810758,15,2455,0.23790424415158962,0.4205807173394174
mouse,CI,binary,Muegge #violations,-0.017519511282444,,,-1.1807087818228477,16,2484,0.13941501721935196,0.2875434730149134
mouse,CI,binary,PAINS #alerts,-0.017519511282444,,,-0.22669026288633537,16,2716,1.0,1.0
mouse,CI,binary,Pgp substrate,-0.017519511282444,,,-0.6704994842493593,16,2727,0.20148462783292231,0.3693884843603576
mouse,CI,binary,Veber #violations,-0.017519511282444,,,-1.624595027559866,16,2613,0.2538532484062975,0.4295978049952727
mouse,CI,binary,human,-0.017519511282444,,,1.3073166223709043,8,1320,0.07265827164852737,0.1868355556676418
mouse,CI,binary,mouse,-0.017519511282444,,,-0.5967062456269627,1,1313,1.0,1.0
mouse,CI,binary,rat,-0.017519511282444,,,0.11300336567760078,12,1155,1.0,1.0
mouse,NN,binary,#H-bond donors,-0.0170980989933013,,,0.04463781485206143,17,1417,1.0,1.0
mouse,NN,binary,BBB permeant,-0.0170980989933013,,,-0.0813547042275572,35,2708,0.8516269497252411,0.9690927358942398
mouse,NN,binary,Brenk #alerts,-0.0170980989933013,,,0.7298209186463483,27,2467,0.12087418036258354,0.2566787133788569
mouse,NN,binary,CYP1A2 inhibitor,-0.0170980989933013,,,-0.1957675478837616,35,2708,0.6000814115515445,0.802811618156796
mouse,NN,binary,CYP2C19 inhibitor,-0.0170980989933013,,,0.6768377739170921,35,2708,0.0824957839061689,0.201656360659524
mouse,NN,binary,CYP2C9 inhibitor,-0.0170980989933013,,,0.16181046329740154,35,2708,0.7304406076815968,0.8936313696106747
mouse,NN,binary,CYP2D6 inhibitor,-0.0170980989933013,,,-0.4811656119667908,35,2708,0.1697384534162179,0.3262933376350597
mouse,NN,binary,CYP3A4 inhibitor,-0.0170980989933013,,,-0.767586191258159,35,2708,0.026569414811758063,0.09070248504703615
mouse,NN,binary,Egan #violations,-0.0170980989933013,,,-0.7199588100139984,35,2657,0.12273319596096624,0.2566787133788569
mouse,NN,binary,GI absorption,-0.0170980989933013,,,0.5404549074824774,35,2708,0.25046846233014175,0.42752375466696607
mouse,NN,binary,Ghose #violations,-0.0170980989933013,,,-1.4544025116785686,23,1816,0.04095601117065328,0.11694547075770682
mouse,NN,binary,Leadlikeness #violations,-0.0170980989933013,,,-0.6176978674740815,11,1032,0.47869258257203223,0.6818786428004487
mouse,NN,binary,Lipinski #violations,-0.0170980989933013,,,-0.40909019632145427,28,2442,0.39208543932632367,0.5870435980671929
mouse,NN,binary,Muegge #violations,-0.0170980989933013,,,-0.7280331700568443,33,2467,0.1485044188634561,0.2970088377269122
mouse,NN,binary,PAINS #alerts,-0.0170980989933013,,,1.1638256939898999,32,2700,0.10745247136784078,0.24176806057764175
mouse,NN,binary,Pgp substrate,-0.0170980989933013,,,-0.9535007367262731,35,2708,0.005167920106614331,0.021690849757760856
mouse,NN,binary,Veber #violations,-0.0170980989933013,,,-1.208076397951147,33,2596,0.11534029772702856,0.2537486549994628
mouse,NN,binary,human,-0.0170980989933013,,,-0.32120044659859187,21,1307,0.5092392764955265,0.7151019627383989
mouse,NN,binary,mouse,-0.0170980989933013,,,-0.3509054768658703,24,1290,0.5243493496009946,0.7160080773861857
mouse,NN,binary,rat,-0.0170980989933013,,,-0.0898507367654938,11,1156,1.0,1.0
